timestamp,ppg_raw,diff,classification
1773387439.9692411,262140,0.0,VALID
1773387439.999549,262140,0.0,VALID
1773387440.02956,262140,0.0,VALID
1773387440.030832,262140,0.0,VALID
1773387440.089162,262140,0.0,VALID
1773387440.091572,262140,0.0,VALID
1773387440.092266,262140,0.0,VALID
1773387440.1185112,262140,0.0,VALID
1773387440.1520262,262140,0.0,VALID
1773387440.1798809,262140,0.0,VALID
1773387440.180141,262140,0.0,VALID
1773387440.209027,262140,0.0,VALID
1773387440.238573,262140,0.0,VALID
1773387440.23972,262140,0.0,VALID
1773387440.269036,262140,0.0,VALID
1773387440.298514,262140,0.0,VALID
1773387440.329119,262140,0.0,VALID
1773387440.331728,262140,0.0,VALID
1773387440.36166,262140,0.0,VALID
1773387440.3904262,262140,0.0,VALID
1773387440.479198,262140,0.0,VALID
1773387440.4807522,262140,0.0,VALID
1773387440.481059,262140,0.0,VALID
1773387440.481114,262140,0.0,VALID
1773387440.482578,262140,0.0,VALID
1773387440.510593,262140,0.0,VALID
1773387440.539202,262140,0.0,VALID
1773387440.5696352,262140,0.0,VALID
1773387440.571365,262140,0.0,VALID
1773387440.600408,232271,29869.0,POSSIBLE_PHYS_CHANGE
1773387440.628574,57915,174356.0,POSSIBLE_PHYS_CHANGE
1773387440.629777,22663,35252.0,POSSIBLE_PHYS_CHANGE
1773387440.659049,12197,10466.0,VALID
1773387440.688415,7962,4235.0,VALID
1773387440.719338,5382,2580.0,VALID
1773387440.720719,3942,1440.0,VALID
1773387440.748097,2987,955.0,VALID
1773387440.779563,2382,605.0,VALID
1773387440.809435,2474,92.0,VALID
1773387440.810505,2389,85.0,VALID
1773387440.839277,2012,377.0,VALID
1773387440.870708,2112,100.0,VALID
1773387440.870924,1927,185.0,VALID
1773387440.899204,2447,520.0,VALID
1773387440.9284768,2350,97.0,VALID
1773387440.9589682,2380,30.0,VALID
1773387440.959765,2423,43.0,POSSIBLE_PHYS_CHANGE
1773387440.988487,2576,153.0,VALID
1773387441.01918,2955,379.0,VALID
1773387441.0214531,3118,163.0,VALID
1773387441.051523,3555,437.0,VALID
1773387441.139134,4743,1188.0,VALID
1773387441.439978,262140,257397.0,POSSIBLE_PHYS_CHANGE
1773387441.4685388,262140,0.0,VALID
1773387441.499008,262140,0.0,VALID
1773387441.528592,262140,0.0,VALID
1773387441.531563,262140,0.0,VALID
1773387441.5897589,262140,0.0,VALID
